candidate_id,headword,normalized,language,part_of_speech,source_id,source_category,source_url,license,attestation_status,wiktionary_ipa_attested,wiktionary_usage_example_attested,compound_attested,multiword_attested,existing_master,verification_status,human_review_required,review_priority,notes
kha-v04-p001-022,niam,niam,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-023,pdeng,pdeng,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-024,phira,phira,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-025,phlang,phlang,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-026,phria,phria,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-027,pylleng,pylleng,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-028,pyrsut,pyrsut,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,yes,no,yes,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-029,pyrthat,pyrthat,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-030,pyrthei,pyrthei,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-031,reng,reng,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-032,rnga,rnga,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-033,sharing,sharing,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-034,shkor,shkor,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-035,shnong,shnong,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-036,shñiuh,shñiuh,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-037,siej,siej,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-038,sim,sim,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-039,sing-mana,sing-mana,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,yes,no,no,yes,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-040,skong,skong,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-041,sla,sla,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-042,slap,slap,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-043,snait,snait,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-044,snem,snem,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-045,sner,sner,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-046,sniang,sniang,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-047,sohpieng,sohpieng,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,no,no,yes,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-048,spah,spah,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-049,um,um,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,no,no,no,no,yes,pending,yes,1,"POS/category attested in English Wiktionary; existing master entry should be upgraded rather than duplicated."
kha-v04-p001-050,ïing,ïing,kha,noun,enwiktionary-kha,Category:Khasi_nouns,https://en.wiktionary.org/wiki/Category:Khasi_nouns,CC-BY-SA-4.0,source_attested,yes,no,no,no,yes,pending,yes,1,"POS/category attested in English Wiktionary; existing master entry should be upgraded rather than duplicated."
kha-v04-p001-051,at-khu,at-khu,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,yes,no,yes,yes,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-052,bsa,bsa,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-053,bta,bta,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-054,buh,buh,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-055,dei,dei,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,yes,yes,no,no,no,pending,yes,1,"Verb POS attested; same headword is also attested as an adjective in this pilot and requires sense/POS separation."
kha-v04-p001-056,ker,ker,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-057,kha,kha,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-058,khap,khap,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-059,kot,kot,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-060,kren,kren,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-061,kut,kut,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,yes,yes,no,no,no,pending,yes,1,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-062,kynjat,kynjat,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-063,kynmaw,kynmaw,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-064,kynton,kynton,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-065,kyrteng,kyrteng,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,yes,yes,no,no,no,pending,yes,1,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-066,kñia,kñia,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-067,lait,lait,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-068,laitluid,laitluid,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,yes,no,yes,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-069,phalang,phalang,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-070,phira,phira,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"Verb POS attested; same headword is also attested as a noun in this pilot and requires sense/POS separation."
kha-v04-p001-071,phlait,phlait,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-072,phrung,phrung,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-073,pyniap,pyniap,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"Source form retained exactly; compare with separately attested pynïap before canonical-spelling decision."
kha-v04-p001-074,pynmih,pynmih,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-075,pyntip,pyntip,kha,verb,enwiktionary-kha,Category:Khasi_verbs,https://en.wiktionary.org/wiki/Category:Khasi_verbs,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-076,babha,babha,kha,adjective,enwiktionary-kha,Category:Khasi_adjectives,https://en.wiktionary.org/wiki/Category:Khasi_adjectives,CC-BY-SA-4.0,source_attested,yes,yes,no,no,no,pending,yes,1,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-077,baroh,baroh,kha,adjective,enwiktionary-kha,Category:Khasi_adjectives,https://en.wiktionary.org/wiki/Category:Khasi_adjectives,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-078,bha,bha,kha,adjective,enwiktionary-kha,Category:Khasi_adjectives,https://en.wiktionary.org/wiki/Category:Khasi_adjectives,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-079,bymjukut,bymjukut,kha,adjective,enwiktionary-kha,Category:Khasi_adjectives,https://en.wiktionary.org/wiki/Category:Khasi_adjectives,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-080,bymman,bymman,kha,adjective,enwiktionary-kha,Category:Khasi_adjectives,https://en.wiktionary.org/wiki/Category:Khasi_adjectives,CC-BY-SA-4.0,source_attested,yes,no,yes,no,no,pending,yes,2,"POS/category attested in English Wiktionary; compound status is also source-attested."
kha-v04-p001-081,dei,dei,kha,adjective,enwiktionary-kha,Category:Khasi_adjectives,https://en.wiktionary.org/wiki/Category:Khasi_adjectives,CC-BY-SA-4.0,source_attested,yes,yes,no,no,no,pending,yes,1,"Adjective POS attested; same headword is also attested as a verb in this pilot and requires sense/POS separation."
kha-v04-p001-082,hok,hok,kha,adjective,enwiktionary-kha,Category:Khasi_adjectives,https://en.wiktionary.org/wiki/Category:Khasi_adjectives,CC-BY-SA-4.0,source_attested,yes,yes,no,no,no,pending,yes,1,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-083,jlih,jlih,kha,adjective,enwiktionary-kha,Category:Khasi_adjectives,https://en.wiktionary.org/wiki/Category:Khasi_adjectives,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-084,jngai,jngai,kha,adjective,enwiktionary-kha,Category:Khasi_adjectives,https://en.wiktionary.org/wiki/Category:Khasi_adjectives,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-085,jrong,jrong,kha,adjective,enwiktionary-kha,Category:Khasi_adjectives,https://en.wiktionary.org/wiki/Category:Khasi_adjectives,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-086,khia,khia,kha,adjective,enwiktionary-kha,Category:Khasi_adjectives,https://en.wiktionary.org/wiki/Category:Khasi_adjectives,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-087,lieh,lieh,kha,adjective,enwiktionary-kha,Category:Khasi_adjectives,https://en.wiktionary.org/wiki/Category:Khasi_adjectives,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-088,lyngkot,lyngkot,kha,adjective,enwiktionary-kha,Category:Khasi_adjectives,https://en.wiktionary.org/wiki/Category:Khasi_adjectives,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-089,barobor,barobor,kha,adverb,enwiktionary-kha,Category:Khasi_adverbs,https://en.wiktionary.org/wiki/Category:Khasi_adverbs,CC-BY-SA-4.0,source_attested,no,yes,no,no,no,pending,yes,1,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
